url,question_title,question_text,followers,views,likes,topics1,topics2,topics3,topics4
https://www.zhihu.com/question/42606316,看这样的脊柱侧弯还好纠正吗？,[图片] [图片] 我常去健身，感觉左边比右边有劲，常感觉右边锻炼时不好发力，练前据肌时感觉最明显，右边不好发力，走路晃的也比较厉害，想问一下，以后该…,2,9,0, 健身标准, 健身指导, 养身健身, 健身与减脂
https://www.zhihu.com/question/446510609,怎样才能有效为身体排毒？,怎样才能有效为身体排毒？,3,0,0, 排毒, 养身健身,,
https://www.zhihu.com/question/615809773,中年如何锻炼身体？,中年如何锻炼身体？,6,2,0, 锻炼, 中年, 养身健身, 跳绳 健身
https://www.zhihu.com/question/50590932,太极拳和瑜伽同样是历史悠久的健身方式，为什么现在的年轻人更容易接受瑜伽呢？,"瑜伽是一种运动，可以用现代科学来解释，入门简单、便捷，你按照纸质或视频教材，很快、或者至少一定，可以达到这类教材给你的目标点。
而太极这东西，你永远都达不到它所宣称的目标点。",3,7,0, 瑜伽, 太极拳, 内家拳, 养身健身
https://www.zhihu.com/question/436507047,成人摇椅对身体有害吗？,"摇椅对身体没有伤害，大家可以放心使用，摇椅能给人带来舒适悠闲的心情，缓解身心的疲惫，摇椅主要做工材质有实木，竹编，藤编等，不需要用到胶水和化学物质，不会释放甲醛这些有害物质。
市场上摇椅品牌丰富多样，下面介绍几款性价比高的摇椅给大家参考选择。
梦忆笙
藤椅摇摇椅
广告
梦忆笙 藤椅摇摇椅阳台家用休闲躺椅大人老人午休藤编
京东
¥173.00
去购买​
这款摇椅主要用料材质是坚韧PE藤和碳素钢
，多种颜色和款式挑选。
陌利 凉床躺椅摇摇椅
广告
陌利 凉床折叠椅竹躺椅竹摇摇椅可折叠椅子家用午睡凉
京东
¥188.80
去购买​
京焱 懒人沙发椅
广告
京焱 懒人沙发椅 网红懒人椅 单人布艺沙发 学生宿舍椅
京东
¥239.00
去购买​
关于摇椅相关的问题欢迎大家评论交流，如果要选择更多款式规格的摇椅，大家可以抽时间看一下这篇摇椅推荐的文章

",2,8,0, 身体状态, 人体健康, 养身健身, 生活与健康
https://www.zhihu.com/question/488315682,喝大麦茶对身体有什么好处？,"喝大麦茶
的好处
1、帮助消化：大麦茶属于粗粮。粗粮中的膳食纤维素
可调整消化吸收功能，从而延缓营养物质的吸收。膳食纤维素还可产生饱腹感，避免摄入过多的热能、脂肪、碳水化合物
；
2、预防便秘：大麦茶中含有可溶性膳食纤维
，有着健胃消食、润肠通便，能够有效促进肠胃消化和吸收，有着强大的通便作用，能有效预防便秘的产生。
3、补充营养物质：大麦茶中含有较多的营养物质，种类和含量都比较可观，无论是矿物质钾元素
还是一些不饱和脂肪酸，再或是膳食纤维和B族维生素，含量都比较丰富，而且大麦茶中含糖量较低；
需要注意的是，有几类人不适合饮用大麦茶
1、出现因积食或者是身体湿热所导致的腹部胀痛情况，建议最好别喝大麦茶，避免病情加重；
2、孕妇服用大麦茶要慎重，建议怀孕期间的女性最好不要喝大麦茶，因为这很有可能导致身体出现回奶的情况，同时也不利于胎儿的健康；
3、肠胃不好的人最好不要喝大麦茶，容易导致肠胃出现不舒服的情况，如果问题比较严重，还有可能腹泻，不利于身体健康！",1,3,0, 喝水, 养身健身,,
https://www.zhihu.com/question/425309717,是什么让你身体越来越差？,为啥关注健身相关内容后，老衲的身体一天不如一天了-。-,8,0,5, 身体状态, 健身技术, 养身健身, 健身塑形
https://www.zhihu.com/question/640062617,每天坚持普拉提 10 分钟，身体会有变化吗？,"每天坚持做普拉提
10分钟，我老婆和她同事坚持了三个多月，身体确实有了明显的变化：
1.腿变得柔软，刚开始一字马只能做到一半多，现在能完美呈现。
2.皮肤紧致而富有光泽。
3.臀部变化明显，收紧翘圆，很有魅力。
4.身材匀称，凹凸有致，体重维持在健康标准范围。",9,0,0, 普拉提, 养身健身,,
https://www.zhihu.com/question/37437709,长期熬夜带来的身体变化可以恢复吗，应该怎么做？,长期熬夜后发现有脱发并长白发、生理欲望降低、易疲倦、易发胖、重度眼疲劳并且皮肤一塌糊涂等症状，并且脂溢性皮炎、咽炎等慢性炎症总是好了又犯…想早睡也很难…,1,5,9, 中医养生, 养身健身, 养生塑形, 美容养生
https://www.zhihu.com/question/419444194,亚健康，身体沉重好几年该怎么办？,"我们身边有很多人，都会有身体沉重、疲劳感，究其缘由，大多数都会在饮食、睡眠、运动、心态中出现偏差，日积月累所致。当身体发出这样的信号，也预示我们的免疫系统失衡，不能再去应对生活、工作及环境变化的压力。
肠道是人体最大的免疫器官，肠道内聚集着70%的免疫淋巴细胞，寄生着100万亿个细胞，是人体所有细胞总数的10倍，它们影响体重和消化能力、抵御感染和自体免疫疾病的能力，好的身体免疫系统需要一直保持活化状态。所以怎样让肠道保持通畅，不堆积宿便，需要我们一生都要去做的事情。老话说的好：要想皮肤颜如玉，就要肠道清如水。
再来聊聊饮食、睡眠、运动、心态，饮食回归自然最好，科学的饮食：低碳水，少煮食。也就是少食碳水化合物，淀粉类食物，如米、面、土豆，红薯等。用好的油脂，均衡饮食，食物多样化，可以按照颜色来，红黄绿白黑。
运动：每周3次，每次30分钟，每次运动后心跳在130左右，能出汗就好。
睡眠：晚上最晚不要超过11：30，保持每天7-8小时睡眠。
心态：记住！凡事发生必有助于我！！！
以上纯属个人心得",5,0,0, 身体健康, 白领亚健康, 身体状态, 养身健身
https://www.zhihu.com/question/469780764,如何让身体更加轻盈?,"身体轻盈从四个方面做起:饮食习惯，力量锻炼，协调性和拉伸。
饮食习惯，养成良好的饮食习惯，控制体重。肉类、蛋类、鱼类、菌类、蔬菜科学搭配；馒头、米饭、五谷杂粮合理食用；少吃油炸食品、烧烤；少抽烟、少喝酒。这样才能控制体重，是身体轻盈的基础。如果身体超重，是轻盈不起来的。
力量训练，第一，腿部力。可以选择深蹲，简便易行，持续坚持，腿部肌肉发达 ，就会健步行进。第二，腰部、背部、腹部力量训练，可以选择俯卧撑 ，不需器械 ，徒手训练，持续坚持，精神焕发。第三，上肢力量训练，可以选择臂力器、俯卧撑、引体向上。如上几种训练 ，可以综合提升全身力量。精神饱满，步履轻盈。
拉伸训练 ，力量训练之后，必须进行拉伸 ，不仅刺激肌肉修复、生长，还可以增加肌肉、肌腱、经络的韧性。
协调性，就是力量训练和拉伸相互相成，共同、协调变化。
做到如上四点，就会塑造出健康、健美的体型，就会锻造一个步伐矫健、步履轻盈、气质高雅的“我”！",1,1,0, 养身健身, 运动健康,,
https://www.zhihu.com/question/451969950,人到40身体真的大不如前了吗？,"不是


第一个断崖衰老年纪是34岁，34岁前基本和十几岁二十几岁生猛小伙子没区别。


第二个是60岁，第三个是78岁。


40岁的状态是男人的黄金期，也就是彻底脱离了年轻小伙子18岁黄花小男生到34岁这个青涩期，进入长达20多年的稳定期
。


只要腰围控制在80以内，越低越好，就可以从35岁横扫到60岁。


毕竟内脏脂肪可是超级杀手。


而身体状况跟年龄关系不大。


就现在这抱着手机吃着外卖一坐坐一天的一个个的，三四十岁比六七十岁差的比比皆是。


主要就看腰围。


2023年10月10日
————————————


更新一下吧，最近新的研究有了个新称呼，叫


AGING CLIFF
断崖式衰老


并再次给予了明确的年龄段，跟我之前写的基本相同。


36岁，60岁，75岁。


好了，补充完毕。",2,0,5, 身体状态, 养身健身,,
https://www.zhihu.com/question/598638587,奥氮平对身体有多大的危害?,"奥氮平对身体的确有危害。
它会让你嗜睡、发胖，这两个副作用是最突出的。
首先，关于嗜睡。
有些抑郁症患者会用奥氮平，因为失眠太严重，吃小剂量帮助睡眠。对于顽固性失眠患者来讲，普通的苯二氮卓类药物，比如奥沙西泮、劳拉西泮这些药已经耐受了，起不到什么作用，那就要换用喹硫平奥氮平这类强力镇静药物。
奥氮平这种药服用过多了肯定会导致嗜睡，白天昏昏沉沉，工作学习效率低下，经常犯困，以及睡眠时间过长。
其次，关于发胖。
在所有精神类药物里，奥氮平属于发胖最严重的药物，没有之一。
喹硫平、利培酮这些药也会发胖，但是没有奥氮平发胖的厉害。
奥氮平导致发胖的作用机理是，一方面增进人的食欲，让人暴饮暴食；另一方面，改变了人体的糖脂代谢合成，减缓新陈代谢的速度，这样即使你正常吃饭，也有可能会在短时间内发胖十几斤、几十斤。
另外，就是一些看不见但是比较严重的，譬如高血糖、糖尿病、肝肾功能损伤等，说明书上都有写，你不懂可以去查看。
但是，我要强调的一点是：
既然医生给你开了奥氮平，那就意味着你的病情比较严重，已经达到了要用药",3,9,0, 身体, 身体状态, 养身健身, 抗抑郁药物
https://www.zhihu.com/question/316378198,舌顶上颚怎么顶？具体怎么做？有何心得体会？,传统文化修身的东西，不知哪位高人可与教导一二。,1,0,3, 中医养生, 传统武术, 养身健身, 心得体会
https://www.zhihu.com/question/469531994,我身体比较虚，老公买了虫草给我吃，吃虫草真的能改善身体状况吗？,一个广告问题，20个回答里18个是骗子，这尼玛 遭不住了，真就一个群里除了我其他人都是托了,4,1,1, 养身健身, 虫草,,
https://www.zhihu.com/question/645431827,现在的你，每天能花15分钟用来锻炼身体吗？,"平均每天花50分钟来撸铁，
平时会骑自行车去学校或者图书馆或者超市来回一般20分钟。
每天几乎雷打不动去健身，胸/臀腿/肩/背/有氧五个训练项目轮着来，健身房滞留时间一般都在一个小时及以上。
养了猫之后还会每天花至少半个小时陪猫疯玩，和她们玩躲猫猫或者用逗猫棒在家里到处跑。
我的运动环可以证明什么叫做我卷我自己：",2,0,0, 锻炼, 身体, 养身健身, 跳绳 健身
https://www.zhihu.com/question/428366901,怎样在身体不好的情况下兼顾学习?,中考生，因为颈椎病修了一年学，开学后学习压力大后颈椎病又来干扰，头晕，记忆力也下降，学习很吃力，晚上因为身体心理原因思前想后，很焦虑烦躁。没有多久就要…,7,0,0, 身体状态, 养身健身,,
https://www.zhihu.com/question/638408357,每天喝一瓶东方树叶会对身体怎么样？,就是那个农夫山泉推出的东方树叶无糖的，每天喝一瓶也就是500毫升会对身体怎么样？主要是用来跑步之后用来喝的,9,0,0, 慢跑, 树叶, 养身健身, 东方树叶
https://www.zhihu.com/question/471298162,高血压患者如何调整自己的身体？,"1.避免剧烈运动。剧烈运动会导致患者四肢供血相对增多,较容易引起心脏供血不足,给心脏带来负担,所以患者在运动时,微微出点汗即可。
2.高血压患者夏天锻炼时,应注意避免在阳光下暴晒。在寒风刺骨的季节,要注意身体保暖,不
要在室外逆风跑步,否则可能引发面瘫。
3.散步。散步对高血压患者来说是最适合的运动之一,散步时步调不要太急,缓慢散步可以舒缓高血压患者血压,改善患者症状,患者要注意散步应在早晨或黄昏时分,以 15～20 分钟左右最为合适。
4.太极拳。太极拳可以使高血压患者身心舒适,多打太极可帮助患者改善心境,保持良好、稳定状态。高血压患者可适当打太极,对缓解高血压症状有显著作用。
5.跑步。高血压患者早晨可跑步锻炼,这种方式比较适合症状轻微的患者,高血压患者慢跑过程中,最高心率不要超过 170 减去年龄所得的数字。
6.早起运动。可试着在床上做些伸展运动再起床,不能在起床时就做运动。长期坚持锻炼,可使患者血压平稳下降,增强消化功能,减轻身体症状,建议高血压患者经常运动。",8,0,0, 高血压, 养身健身, 美容养生, 恶性高血压
https://www.zhihu.com/question/356859224,经常饿过劲对身体有什么影响？,"从中医角度来看，不完全统计包括：伤胃、伤胆、伤脾、伤肾、伤心。
按顺序解释一下：
首先饿的太厉害，胃里没有食物，胃里囤积了大量消化液用不了，胃酸和胆汁会腐蚀胃壁，伤胃。多的胆汁还会反流，伤胆。
饿过之后会暴饮暴食，多次下来食欲会受到严重影响，该吃的时候不饿，不该吃的时候想吃，食欲节律紊乱，伤脾。
随着饿过劲和暴饮暴食交替，人体的代谢收到影响，食物和水的代谢都是肾管（肾思二便，不仅仅是小便），所以伤肾。
代谢紊乱包含内分泌紊乱，内分泌是心管的，所以伤心。
以上只是不完全统计，还有别的细节就不一一说了。总之希望大家还是尽量别伤害自己的身体。
祝人人健康。",6,0,0, 身体健康, 身体状态, 人体健康, 养身健身
https://www.zhihu.com/question/36243507,盘腿坐着到底好不好？,最近都在床上用那个床上书桌看书，写东西，盘着腿坐的。然后发现膝盖特别酸胀。有点像受了寒气一样，屁股腰椎那里也不太舒服，请问盘腿坐对身体很不好吗？还是要…,6,4,6, 身体, 科学, 医学常识, 养身健身
https://www.zhihu.com/question/495736059,想拥有健康身体，除了运动，饮食重要吗？,非常重要,2,0,0, 身体健康, 养身健身,,
https://www.zhihu.com/question/42123057,20岁左右的青年人如何补钙？,感觉自己缺钙，比如说看某些文章对比自己的指甲和牙齿，属于缺钙的类型又不敢乱吃钙片 请问如何正确补钙呀（女大学生一枚）（知乎小白一枚，首问请善待我 ）,2,2,2, 身体健康, 年轻人, 补钙, 养身健身
https://www.zhihu.com/question/57499455,成年人从什么时候开始有意识滋补比较好？,养身,5,0,1, 养身, 养身健身,,
https://www.zhihu.com/question/498614390,经常吃红曲米对身体好吗？怎么选择？,最近有朋友推荐说吃红曲米对身体有好处，不知道该怎么选择，希望有懂得朋友可以帮忙介绍或推荐下，谢谢！,3,1,0, 健康常识, 养身健身,,
https://www.zhihu.com/question/52037801,为什么中国古代没有听说为了健康跑步呢？,健身，养身,1,6,1, 跑步, 太极拳, 养身, 养身健身
https://www.zhihu.com/question/36595266,军训期间很多人晕倒？因素有很多，该怎么做防止晕倒。?,"我就是那个“很多人”中的一个，而且我们一个班级还就tm就我一个晕倒 三次！
高一军训第一天上午站了不知道多久军姿，早上只喝了一包酸奶，晕了，我记得我是让教官和班主任架走的
高三开学动员大会，早上开到中午，室外正是太阳毒的时候，集体起立宣誓了好久，我虚了，瘫坐到椅子上最后椅子都是别的女生帮我搬的
高三清早晨会，没到饭点站了一个小时，刚喝了口水，晕了，这次毫无意识，据说是我高二班主任给我架走的，缓过来后除了脸疼也没啥感觉
总结，早上吃个鸡蛋，带壳水煮的那种，应该不会再晕了吧，应该。
感觉晕倒好丢人啊",1,3,0,,,,
https://www.zhihu.com/question/642173314,一天吃一个鸡蛋，对身体是好是坏？,"这个须要根据血脂检查后决定怎么吃比较好。
通常一个鸡蛋黄胆固醇含量大约250毫克，而人体外源胆固醇须求大概含量为300毫克。血脂检查若胆固醇不高的情况下一天一个鸡是比较适合的。
但是若血脂检查发现胆固醇偏高，鸡蛋或鸭蛋建议每周总量3-5个，即隔日一个是比较适合的。虽然胆固醇高主要由自身代谢及遗传相关，外源性饮食摄入对自身胆固醇水平影响很小。
鸡蛋的蛋白质利用率特别高，符合优质蛋白质，蛋奶素食主义者每周再吃点鱼等海鲜是较好的动物蛋白质摄入与补充方法。大多人饮食可尊照地中海饮食或江南饮食去吃，或中国居民膳食指南最新版去吃。
通常饮食建议与个体身体素质相关不能千遍一律。我通常通过饮食与运动等方式调整自身健康水平与亚健康状态已获得比较满意答案。在以往的二十年间，我曾3-5个复查一次血脂，血糖，尿酸，肝肾功能等。曾胆固醇多次偏高，通过减少鸡蛋摄入及动物蛋白质摄入量总量特别是饱和脂与精碳水，杜决加工食品摄入。适当控制盐，糖，脂。合理按排好力量训练及慢跑等有氧运动后常常获得较为满意的血脂等达标状态，",3,0,0, 身体健康, 身体, 健康常识, 养身健身
https://www.zhihu.com/question/432792800,韭菜对身体有什么害处吗？,"其实韭菜对人体的好处还是挺多的，因为韭菜当中含有丰富的膳食纤维，人体吃了韭菜之后呢，就有利于食物在肠胃当中的蠕动，可以有效的清洁肠胃，而且韭菜还有壮阳的作用，它是男人的加油站，女人的美容院。
那如果非要说一下韭菜的危害的话，我觉得有以下几个方面：
首先韭菜里面纤维比较多，咀嚼起来比较难，嚼，咽起来比较难咽，这是他的其中一个不好的方面。
第二，吃韭菜的时候很容易塞到牙，牙齿的缝隙会越塞越大。
第三呢，吃完韭菜会容易口中残留异味。在重要的场合可能会有点尴尬。
事实上就是这样子，我们的很多食物吃多了不行，不吃也不行，它们是具有两面性的，都有好的一面和坏的一面，关键是我们需要用它的哪一面。",7,0,0, 养身健身,,,
https://www.zhihu.com/question/285159020,尿酸高痛风如何健身？,以往每年都会痛风一次或两次但是我以为只是扭到脚而已。17年12底到18年3月4个月时间痛风了三次实在影响工作和生活去医院看了才知道是痛风。之前一直有健…,3,0,3, 痛风, 健身指导, 养身健身, 健身餐
https://www.zhihu.com/question/27907245,早晨几点起床最好？起床后应该做些什么？,不知道几点最好，后面一个问题，我自己觉得起床后先喝一大杯白开水，然后拿出便笺列出今天所要做的事并为事情重要程度排序，再后就是头脑里想象做第一件事情的程序。以上。,1,1,0,,,,
https://www.zhihu.com/question/37891936,如何养肾？,逛的多了，身体就不好了。如何保持住肾的健康和体重？,5,3,1,,,,
https://www.zhihu.com/question/48470661,怎么开肩，开胯，开背，详细步骤？,怎么开肩，开胯，开背，详细步骤？,5,9,0, 健身技术, 健身指导, 养身健身, 徒手健身
https://www.zhihu.com/question/508832841,辅酶Q10是什么？补充对身体好吗？,有人了解辅酶Q10这种物质吗？可以说说它有什么功效吗？补充可以用汤臣倍健辅酶Q10吗？,6,3,0, 养身健身, 辅酶Q10,,
https://www.zhihu.com/question/570636285,冬季怎么锻炼身体比较好？,平时早上比较喜欢跑步锻炼身体，可是最近北方比较冷了，听说冬季早上锻炼身体对身体不好？难道冬天就不能锻炼身体了吗？谁能帮帮我？急求答案,8,5,0, 养身健身, 跳绳 健身, 室内运动指南,
https://www.zhihu.com/question/513607411,王凯首谈身体患病，目前情况如何？,王凯接受人物杂志专访，首度谈及身体曾经患病，他表示在父亲病逝一个月之后，体检被查出肺部有阴影，幸好那是结节，王凯很快接受手术治疗，同时也决心找回健康。…,3,2,0, 健康常识, 人体健康, 养身健身, 王凯（演员）
https://www.zhihu.com/question/322692645,藜麦不泡直接煮可以吗？,听说不泡有皂苷，还有微毒有点怕怕，我吃了三次，都是没有泡就直接煮的那种…所以不泡是这么有毒吗？,4,9,1, 养身健身, 藜麦, 健身餐, 食物减肥
